activity_final,type_final,species_final,age_final,injury_final,final_date,country,state,location,sex
other,other,unknown,1.0,other,1952-07-28,atlantic ocean,,,F
other,unprovoked,unknown,,fatal,1852-05-24,south africa,kwazulu-natal,durban bay,M
other,other,white shark,,fatal,1852-02-26,south africa,western cape province,danger point,M
swimming,unprovoked,other shark,,fatal,,new zealand,north island,wellington harbor,M
other,unprovoked,unknown,,fatal,,usa,south carolina,"mount pleasant, charleston county",M
swimming,unprovoked,unknown,,fatal,1851-06-16,mexico,oaxaca,tehuantepec harbor,M
swimming,unprovoked,unknown,,fatal,,usa,hawaii,honolulu harbor,M
other,unprovoked,other shark,,other,,usa,california,"san francisco bay (or san leandro bay), near cannery, alameda county",M
other,unprovoked,unknown,,fatal,1850-10-21,usa,hawaii,,M
swimming,unprovoked,unknown,,fatal,,nicaragua,lake nicaragua (fresh water),"granada, granada department",M
other,unprovoked,unknown,,fatal,1849-12-09,australia,new south wales,sydney harbor,M
swimming,unprovoked,unknown,,fatal,1849-12-01,australia,new south wales,"woolloomooloo, sydney harbor (estuary)",M
swimming,unprovoked,unknown,,fatal,1849-10-04,peru,,tumbez,M
swimming,unprovoked,unknown,,fatal,1849-09-19,australia,victoria,warrnambool,M
other,unprovoked,unknown,,fatal,1849-06-08,usa,florida,"pensacola, escambia county",M
swimming,unprovoked,unknown,,fatal,1849-06-08,usa,florida,"pensacola, escambia county",F
other,other,other shark,,injured,1849-01-27,australia,new south wales,sydney,M
swimming,unprovoked,unknown,15.0,injured,1848-08-31,usa,maryland,patapsco river,M
other,other,other shark,,other,1848-07-17,usa,massachusetts,cape cod,M
swimming,unprovoked,unknown,,other,,england,norfolk,hunstanton,M
swimming,unprovoked,unknown,,injured,1847-11-30,australia,queensland,brisbane river,M
swimming,unprovoked,unknown,,injured,1847-09-10,usa,massachusetts,"chelsea beach, suffolk county",M
swimming,unprovoked,unknown,19.0,fatal,1847-07-19,greece,corfu,off the harbor wall at mandrakina,M
other,unprovoked,unknown,,injured,1847-07-03,usa,hawaii,,M
other,other,unknown,,other,1847-03-11,australia,queensland,moreton bay,M
other,other,unknown,,fatal,1847-02-12,mexico,,,
other,unprovoked,unknown,,other,,australia,queensland,moreton bay,
swimming,other,other shark,,other,,usa,south carolina,"charleston harbor, charleston county",M
other,unprovoked,unknown,,other,,usa,south carolina,,M
other,other,unknown,,fatal,1846-12-08,mexico,veracruz,vera cruz,M
other,unprovoked,unknown,,fatal,1846-09-30,africa,,,M
swimming,unprovoked,unknown,,other,1846-08-20,cuba,havana province,havana harbor,M
fishing,unprovoked,unknown,,fatal,1845-12-26,australia,new south wales,newcastle,M
swimming,unprovoked,unknown,,fatal,1845-11-04,mexico,vera cruz,vera cruz,M
other,unprovoked,unknown,,other,1845-09-16,england,,,M
other,unprovoked,unknown,,fatal,1845-09-10,usa,florida,"pensacola bay, escambia county",M
other,unprovoked,unknown,,fatal,1845-07-31,usa,florida,"pensacola bay, escambia county",M
other,unprovoked,unknown,,fatal,,sierra leone,,,M
other,unprovoked,unknown,,fatal,1844-07-20,namibia,,,M
swimming,unprovoked,unknown,,fatal,,algeria,,cape matifou,M
other,unprovoked,unknown,,fatal,1844-05-24,coast of africa,island of st. thomas,,M
other,unprovoked,unknown,,fatal,,madagascar,,,M
swimming,unprovoked,unknown,15.0,injured,1842-07-13,usa,new jersey,"absecon, atlantic county",M
other,provoked,unknown,,injured,1842-07-06,usa,new jersey,"absecon, atlantic county",
other,unprovoked,unknown,,fatal,,india,tamil nadu,chennai (formerly madras),M
other,unprovoked,unknown,,other,,australia,new south wales,sydney harbor,M
swimming,unprovoked,unknown,,fatal,1841-03-27,australia,new south wales,"cockatoo island, sydney",M
swimming,unprovoked,unknown,,fatal,,australia,new south wales,"off domain, sydney harbor",M
other,unprovoked,unknown,,other,1840-09-18,fiji,viti levu island,rewa,M
other,unprovoked,other shark,,fatal,1840-07-22,usa,south carolina,"charleston harbor, charleston county",M
swimming,unprovoked,unknown,,fatal,1840-04-09,west indies,,,M
other,other,unknown,,no injury,,australia,tasmania,george town cove,
other,other,unknown,,injured,1839-11-17,australia,new south wales,,M
other,unprovoked,other shark,,fatal,1839-04-14,cuba,matanzas province (north coast),matanzas,M
other,unprovoked,unknown,,fatal,,australia,south australia,"horn point, lady's bay",M
other,unprovoked,unknown,29.0,injured,,fiji,viti levu island,rewa,M
swimming,unprovoked,unknown,,other,1837-09-09,usa,south carolina,"magwoods wharf, charleston harbor, charleston county",M
swimming,unprovoked,unknown,,injured,,usa,new york,new york,M
other,unprovoked,unknown,12.0,fatal,1837-01-17,australia,new south wales,macleay river,M
other,other,other shark,,other,,usa,south carolina,“southern wharf”,M
swimming,unprovoked,unknown,,fatal,1836-08-19,england,cumberland,whitehaven,M
other,other,other shark,,other,,spain,,,
other,unprovoked,unknown,,unknown,,australia,south australia,,
swimming,unprovoked,unknown,,fatal,1835-02-21,vanuatu,sanma province,"bay of yago, espiritu santo island",M
other,unprovoked,unknown,,injured,1835-01-06,tasman sea,35º39 : 165º8',alongside the whaler marianne,M
swimming,unprovoked,other shark,,fatal,1834-07-15,french polynesia,society islands,tahiti,F
fishing,unprovoked,unknown,,other,1832-06-04,australia,new south wales,"south head, sydney",F
swimming,unprovoked,unknown,,injured,1832-01-23,australia,new south wales,sydney,M
other,other,unknown,,fatal,1831-08-24,usa,cuba,near havana,M
other,other,unknown,,other,1831-01-22,australia,tasmania,hobart,M
other,unprovoked,unknown,52.0,fatal,1830-07-26,usa,massachusetts,"swampscott, essex county",M
other,unprovoked,unknown,,fatal,1830-07-02,india,tamil nadu,madras,M
swimming,unprovoked,unknown,,fatal,1830-04-30,india,tamil nadu,st. thomé,M
other,unprovoked,unknown,,fatal,1830-04-22,,,,M
other,unprovoked,unknown,,other,1829-07-03,sierra leone,western area,,M
other,unprovoked,unknown,,fatal,1829-06-10,usa,new jersey,"sandy hook bay, highlands, monmouth county",M
other,other,unknown,,fatal,,caribbean sea,,between st. bart's and saba,M
other,unprovoked,unknown,17.0,injured,1828-09-28,sierra leone,western area,"river sierra leone, 35 miles  upriver from freetown",M
surfing,unprovoked,unknown,,fatal,,usa,hawaii,"uo, lahaina, maui",M
swimming,unprovoked,unknown,,injured,,sierra leone,western area,tombo island in the sierra leone river,M
swimming,unprovoked,unknown,,other,,sierra leone,western area,tombo island in the sierra leone river,M
other,unprovoked,unknown,,other,,egypt,,alexandria,M
other,unprovoked,unknown,,other,,brazil,paraiba,paraiba,M
swimming,unprovoked,unknown,,fatal,,ghana,cape coast,,M
other,other,unknown,,fatal,1826-08-28,cuba,,,M
swimming,unprovoked,unknown,,fatal,1826-08-15,england,cumberland,whitehaven,
other,unprovoked,unknown,,fatal,1826-05-20,jamaica,,,M
swimming,unprovoked,unknown,,fatal,,australia,tasmania,"sweet water point, pitt water",M
other,other,unknown,,injured,,australia,western australia,south bruny island,M
other,other,other shark,,other,1823-12-30,jamaica,,,
other,unprovoked,unknown,,fatal,1822-04-15,nigeria,rivers state,bonny river,
other,other,unknown,,no injury,1819-07-08,spain,,cadiz,M
other,other,other shark,,other,1818-05-22,norway,,herøy,M
swimming,unprovoked,unknown,,fatal,1817-06-24,usa,south carolina,"charleston harbor, charleston county",M
swimming,unprovoked,unknown,,fatal,1817-06-15,india,maharashtra,bombay (now mumbai),M
swimming,unprovoked,unknown,22.0,fatal,1817-05-11,sri lanka,western province,colombo,M
other,unprovoked,unknown,,injured,1817-02-22,sri lanka,,gulf of mannar,M
swimming,unprovoked,unknown,,fatal,,usa,rhode island,bristol harbor,M
swimming,unprovoked,unknown,,fatal,,tobago,,scarborough bay,M
swimming,unprovoked,other shark,,injured,,england,devon,mill bay,M
other,unprovoked,unknown,,fatal,1811-03-01,,,,M
other,unprovoked,unknown,,fatal,1810-09-15,usa,south carolina,charleston,M
swimming,unprovoked,unknown,,fatal,1808-12-25,jamaica,kingston parish,port royal harbour,M
other,other,unknown,,other,1808-05-01,antigua,,falmouth harbour,
swimming,unprovoked,unknown,,fatal,1808-02-07,india,,hooghly river,M
other,unprovoked,unknown,,injured,1807-01-12,australia,new south wales,"cockle bay, sydney harbour",M
other,other,unknown,,other,,usa,,,M
other,other,other shark,,other,,usa,new york,"sag harbor, suffolk county",M
other,other,unknown,,no injury,1804-02-26,australia,new south wales,"georges head, off port jackson",
other,other,unknown,,no injury,,usa,south carolina,off charleston,M
swimming,unprovoked,other,13.0,other,,java,orange point,,M
other,unprovoked,unknown,,other,,australia,western australia,"hamelin harbour, at faure island",M
other,unprovoked,unknown,,fatal,,india,,,
other,provoked,other shark,,fatal,1801-12-18,,,,
other,unprovoked,unknown,,fatal,,seychelles,st. anne,,F
other,unprovoked,unknown,,fatal,,,,,
fishing,provoked,unknown,,fatal,1792-09-12,england,,on the thames river,M
other,unprovoked,unknown,,fatal,,australia,new south wales,port jackson,F
fishing,other,unknown,,no injury,1788-05-10,australia,new south wales,sydney harbor,
swimming,unprovoked,unknown,,fatal,1787-07-05,,st helena,landing place,M
other,unprovoked,unknown,,fatal,1786-08-10,barbados,,,M
other,unprovoked,tiger shark,,other,1785-09-26,england,sussex,brighton,M
swimming,unprovoked,unknown,,unknown,1784-12-12,jamaica,,kingston,M
other,other,unknown,,other,1783-03-02,martinique,,foundering of the privateer holker,M
swimming,unprovoked,unknown,,fatal,1780-08-08,usa,florida,"pensacola harbor, escambia county",M
surfing,unprovoked,unknown,,fatal,,usa,hawaii,"maliu, hawai'i",M
other,unprovoked,unknown,,fatal,,guinea,,,M
other,other,white shark,,fatal,,greenland,,,
fishing,unprovoked,unknown,,fatal,1771-07-12,usa,,damiscotte,M
swimming,other,other shark,,injured,,france,côte d'azur,st. tropez,M
swimming,unprovoked,unknown,,fatal,,spain,,guadalquivir river,M
other,unprovoked,other,,injured,,mediterranean sea,,,M
other,unprovoked,unknown,,fatal,1753-10-27,jamaica,,kingston harbor,M
swimming,unprovoked,unknown,,fatal,1751-07-27,usa,massachusetts,,M
swimming,unprovoked,unknown,14.0,other,,cuba,havana province,havana harbor,M
other,unprovoked,unknown,,unknown,,sweden,skagerrak arm of the north sea,bohuslän,M
diving,unprovoked,unknown,,fatal,,panama,las perlas archipelago,taboga & isla del rey,M
swimming,unprovoked,unknown,,fatal,1742-12-17,,,carlisle bay,M
swimming,unprovoked,unknown,,fatal,1738-04-06,italy,sicily,strait of messina,M
other,other,other shark,,other,,iceland,bardestrand,talkknefiord,
other,unprovoked,unknown,,other,,roatan,,,M
swimming,unprovoked,white shark,,fatal,,italy,sardinia,"ponte della maddelena,",M
swimming,unprovoked,unknown,19.0,injured,1703-03-26,barbados,southwest coast,carlisle bay,M
other,unprovoked,unknown,,fatal,,france,,nice,M
swimming,unprovoked,white shark,,other,,france,côte d'azur,antibes,M
swimming,unprovoked,unknown,,fatal,,barbados,,,M
other,other,unknown,,fatal,,guinea,,,M
other,unprovoked,unknown,,fatal,,canada,quebec,gaspé,M
swimming,unprovoked,unknown,,fatal,1640-08-15,usa,maryland,a tidal river,M
other,unprovoked,unknown,,unknown,,,,,M
swimming,unprovoked,unknown,,unknown,,india,west bengal,hooghly river mouth,
other,unprovoked,unknown,,unknown,,india,west bengal,ganges delta,
swimming,unprovoked,unknown,,fatal,,usa,new york,between manhattan and the bronx,M
other,unprovoked,unknown,,injured,,india,kerala,river cochin,M
other,unprovoked,unknown,,fatal,,between portugal & india,,,M
swimming,unprovoked,unknown,,unknown,,,,,M
other,unprovoked,white shark,,unknown,,france,nice & marseilles,,M
diving,unprovoked,unknown,,fatal,,venezuela,magarita or cubagua islands,,M
other,unprovoked,unknown,,other,,mexico,yucatan,cozumel,M
other,unprovoked,unknown,,other,,mexico,,,M
other,unprovoked,tiger shark,29.0,fatal,,usa,puerto rico,archeological site,M
other,unprovoked,unknown,,fatal,,,ionian sea,,M
other,unprovoked,unknown,,other,,australia,new south wales,bondi,M
other,unprovoked,unknown,,fatal,,,ionian sea,,M
other,unprovoked,unknown,,fatal,,greece,piraeus,in the haven of cantharus,M
other,other,unknown,,other,,greece,off thessaly,,M
other,other,unknown,,other,,italy,tyrrhenian sea,"krater found during excavations at lacco ameno, ischia",M
other,other,unknown,,fatal,,japan,,archeological site,M
other,other,unknown,17.0,fatal,,peru,paloma,archeological site,M
other,unprovoked,unknown,,unknown,,belize,,,M
fishing,unprovoked,other shark,,no injury,,australia,queensland,otter reef,M
swimming,unprovoked,unknown,,other,,australia,queensland,newstead,F
fishing,unprovoked,unknown,,injured,,canada,,grand banks,M
diving,unprovoked,unknown,,fatal,,kenya,mombasa,kilindini,M
diving,unprovoked,unknown,,fatal,,kenya,mombasa,kilindini,M
other,unprovoked,unknown,20.0,fatal,,panama,bocas del toro province,red frog beach,M
swimming,unprovoked,unknown,,injured,,uruguay,rocha,"isla chica, la paloma",
swimming,unprovoked,unknown,,fatal,,uruguay,rocha,"playa del barco, la pedrera",M
swimming,unprovoked,unknown,,injured,,usa,south carolina,charleston,M
other,unprovoked,unknown,,fatal,,papua new guinea,morobe province,simbang,M
other,unprovoked,unknown,15.0,other,,australia,queensland,boonooroo,F
other,unprovoked,unknown,,fatal,,australia,queensland,moreton bay,M
diving,unprovoked,other shark,,injured,,usa,hawaii,oahu,M
other,unprovoked,unknown,,fatal,,bermuda,,,M
other,unprovoked,other shark,,fatal,,usa,california,"monterey, montery county",M
other,provoked,unknown,,other,,india,,,M
other,unprovoked,unknown,,injured,,lebanon,,,M
other,unprovoked,unknown,,injured,,spain,canary islands,tenerife,
diving,unprovoked,unknown,,injured,,sudan,red sea state,,F
other,provoked,unknown,,injured,,,,,M
other,unprovoked,other shark,21.0,other,,usa,florida,,F
surfing,unprovoked,unknown,,injured,,usa,florida,"lost tree village, palm beach county",M
other,unprovoked,unknown,,fatal,,djibouti,gulf of tadjoura,,
other,unprovoked,unknown,,fatal,,libya,cyrenaica,kirinaiki,M
other,unprovoked,unknown,,injured,,australia,,,M
other,unprovoked,unknown,,fatal,1912-06-08,new zealand,north island,"point halsey, wellington",M
other,unprovoked,unknown,,other,,,,in a river feeding into the bay of bengal,F
swimming,unprovoked,unknown,,injured,,vietnam,,,M
other,unprovoked,unknown,,injured,,sri lanka,northern province,mannar,M
fishing,unprovoked,other shark,,fatal,,venezuela,los roques  islands,,M
other,unprovoked,unknown,,no injury,,usa,florida,"tampa bay, hillsborough county",M
other,unprovoked,unknown,,fatal,,greece,dodecanese islands,near symi island,M
fishing,other,other shark,,no injury,,mozambique,inhambane province,off inhambane,
swimming,unprovoked,unknown,,fatal,,south africa,western cape province,"murray bay, robben island",M
other,unprovoked,tiger shark,,no injury,,australia,torres strait,,M
diving,unprovoked,tiger shark,,fatal,,bahrein,,,M
fishing,unprovoked,other shark,,injured,,bahamas,andros islands,great guana cay,M
other,unprovoked,unknown,,injured,,usa,florida,"key west, monroe county",M
other,unprovoked,unknown,,injured,,reunion,grand'anse,petite-île,M
diving,unprovoked,unknown,,injured,,solomon islands,malaita province,waibana passage,M
diving,unprovoked,unknown,,fatal,,korea,south korea,cheju island,F
fishing,unprovoked,unknown,,other,,french polynesia,tuamotus,rangiroa,M
diving,unprovoked,other shark,,no injury,,sudan,red sea state,sha'ab rumi,M
other,unprovoked,unknown,,fatal,,vanuatu,malampa province,malakula,F
other,provoked,other shark,,other,,vanuatu,malampa province,"hokai, malakula",M
other,unprovoked,bull shark,,other,,iran,khuzestan province,"ahvaz, on the karun river",M
other,provoked,other shark,19.0,other,,usa,florida,"riviera beach, palm beach county",M
diving,other,unknown,,fatal,,papua new guinea,milne bay  province,"d'entrecasteaux islands, 20 miles off the coast",M
diving,unprovoked,unknown,,injured,,red sea,,,F
other,unprovoked,unknown,,fatal,,south africa,eastern cape province,keiskamma river mouth,M
other,unprovoked,other,,injured,,usa,california,"lajolla, san diego county",M
swimming,unprovoked,unknown,,fatal,,greece,island of volos,eastern shore,F
diving,other,unknown,,no injury,,usa,hawaii,"portlock, oahu",M
